IPEDS_ID,Year,NCAA_Subdivision,FBS_Conference,Total_Expenses,Excess_Transfers_Back,Other_Expenses,Medical,Competition_Guarantees,Recruiting,Game_Expenses_and_Travel,Facilities_and_Equipment,Coaches_Compensation,Support_and_Admin_Compensation_w_Severance,Athletic_Student_Aid,Total_Revenues,Other_Revenue,Corporate_Sponsorship__Advertising__Licensing,Donor_Contributions,Competition_Guarantees.1,NCAA_Conference_Distributions__Media_Rights__and_Post_Season_Football,Ticket_Sales,Institutional_Government_Support,Student_Fees,Total_Academic_Spending__University_Wide_,Total_Football_Spending,Total_Football_Coaching_Salaries,Athletics_Related_Debt,Annual_Debt_Service__Leases_and_Rental_Fees_on_Athletic_Facilities
200800,2017,Football Bowl Subdivision,Mid-American Conference,33895809.0,0.0,3171855.0,393302.0,777000.0,507238.0,3113059.0,8117030.0,6137271.0,4428403.0,7250651.0,35331217.0,1385122.0,922752.0,2094500.0,1441000.0,3878597.0,968083.0,24641163.0,0.0,381770054.0,11267918.0,2028433.0,64552814.0,4979123.0
100663,2017,Football Bowl Subdivision,Conference USA,23803547.0,0.0,3099654.0,362826.0,926005.0,578933.0,2244627.0,2923110.0,4616135.0,4065139.0,4987118.0,24795218.0,534630.0,381621.0,5552809.0,113000.0,1493246.0,1239484.0,11081728.0,4398700.0,1187059435.0,5751169.0,1729369.0,14985000.0,493402.0
104179,2017,Football Bowl Subdivision,Pacific-12 Conference,91756963.0,0.0,10010923.0,1183064.0,1843561.0,1507724.0,10343294.0,17977000.0,18766337.0,15906055.0,14219005.0,90976758.0,5119496.0,9900132.0,18169527.0,1051403.0,31176133.0,15490786.0,10069281.0,0.0,1682146000.0,21734876.0,8068637.0,90750000.0,7286310.0
106397,2017,Football Bowl Subdivision,Southeastern Conference,112902474.0,0.0,15540676.0,1556536.0,3636251.0,2140085.0,14634812.0,22817835.0,20497274.0,20251523.0,11827482.0,129680808.0,3327398.0,14025665.0,24907874.0,375000.0,46278362.0,40766509.0,0.0,0.0,679567721.0,37326361.0,9502144.0,163865876.0,11370046.0
110635,2017,Football Bowl Subdivision,Pacific-12 Conference,106959739.0,0.0,9240012.0,2476098.0,1698775.0,1167416.0,11027161.0,27587681.0,19610776.0,21523026.0,12628794.0,90976576.0,11011288.0,12847555.0,20539482.0,2168848.0,30925407.0,13483996.0,0.0,0.0,2449668099.0,37182528.0,6302615.0,438161849.0,18881198.0
110662,2017,Football Bowl Subdivision,Pacific-12 Conference,104106646.0,0.0,15251492.0,974959.0,1006000.0,1428613.0,14943522.0,15080782.0,22773369.0,18808102.0,13839807.0,104106646.0,7163567.0,15974109.0,18680427.0,1311441.0,36524730.0,21744254.0,60000.0,2648118.0,4674451955.0,27320772.0,9056837.0,97659767.0,3069257.0
132903,2017,Football Bowl Subdivision,American Athletic Conference,56327225.0,0.0,4927603.0,595013.0,977413.0,791119.0,5847283.0,13818824.0,10764048.0,9014315.0,9591607.0,56327225.0,1323674.0,4906880.0,10303140.0,1703000.0,5970350.0,4458254.0,5051721.0,22610206.0,903815913.0,18075681.0,4770081.0,60951281.0,7115376.0
201885,2017,Football Bowl Subdivision,American Athletic Conference,62804292.0,0.0,8585178.0,513432.0,1425910.0,906024.0,6424694.0,13051450.0,12191506.0,10393545.0,9312553.0,60458195.0,5911184.0,6706715.0,4019074.0,357600.0,9297295.0,7420821.0,26745506.0,0.0,1075123116.0,15961717.0,5252137.0,176895923.0,9915000.0
126614,2017,Football Bowl Subdivision,Pacific-12 Conference,90640627.0,0.0,11417732.0,1109796.0,919148.0,986715.0,9807941.0,26883929.0,14283608.0,14341877.0,10889881.0,94226111.0,10493237.0,6416499.0,15973080.0,1450000.0,33500329.0,13815396.0,10922848.0,1654722.0,1274063682.0,22126316.0,7544159.0,179437983.0,7806222.0
129020,2017,Football Bowl Subdivision,American Athletic Conference,83121820.0,0.0,7705153.0,873463.0,1392565.0,1401867.0,13186479.0,5073286.0,17071654.0,20010947.0,16406406.0,83374223.0,745477.0,13902160.0,5666522.0,489667.0,10499170.0,9843615.0,33947001.0,8280611.0,1182404471.0,20480489.0,2858143.0,720000.0,484911.0
134130,2017,Football Bowl Subdivision,Southeastern Conference,141864472.0,10074973.0,9075669.0,2403646.0,3293398.0,2156211.0,17015551.0,28520774.0,23976641.0,31902533.0,13445076.0,149165475.0,12566911.0,8690511.0,45134633.0,1182700.0,55516389.0,24506525.0,1567806.0,0.0,2714455000.0,33892163.0,10476658.0,86415000.0,6973180.0
139959,2017,Football Bowl Subdivision,Southeastern Conference,120445486.0,1226578.0,13313771.0,3209276.0,2678850.0,3440309.0,14963722.0,25966062.0,20199138.0,22260562.0,13187218.0,157852479.0,9725288.0,13307731.0,54804606.0,0.0,48012941.0,28728491.0,0.0,3273422.0,1316766483.0,36387975.0,9188411.0,104268529.0,9134450.0
141574,2017,Football Bowl Subdivision,Mountain West Conference,48984980.0,0.0,6061783.0,755252.0,2881261.0,785005.0,5869068.0,5004624.0,7222443.0,9416186.0,10989358.0,47780885.0,4219018.0,3963470.0,4204892.0,2290425.0,6797843.0,5818333.0,19006665.0,1480239.0,833755827.0,12048935.0,2793248.0,2619132.0,205000.0
225511,2017,Football Bowl Subdivision,American Athletic Conference,55277308.0,0.0,7380436.0,997207.0,1316110.0,842087.0,6946400.0,11183941.0,10394102.0,9032200.0,7184825.0,57174900.0,4503344.0,4024396.0,9923994.0,838000.0,5630124.0,6551591.0,17609027.0,8094424.0,899273051.0,14982717.0,4724406.0,114175000.0,5298603.0
142285,2017,Football Bowl Subdivision,Sun Belt Conference,22817285.0,0.0,2150320.0,278747.0,380559.0,426875.0,3800265.0,2596712.0,3851212.0,2988821.0,6343774.0,23825002.0,1594614.0,500522.0,2565568.0,1705000.0,3569491.0,550768.0,11322785.0,2016254.0,334978244.0,7325233.0,1719159.0,23295000.0,1069726.0
